Sample type,Count,BOLD database sequence,Data entry Sequence,Box Number,microplate ID,Well ID (for Jessica),Plate Count,NHS sequence number (BOLD Sample ID),spp,sequence,Label year,Date,Harvest Year,Age trait bee,Age Bee,Sex,KILLPROV,Lat DD,LongDD,Central Rectrix Length, Central Rectrix  Quill Dia , Central Moult code ,Longest Rectrix Length,Longest Rectrix Quill Dia ,Longest Moult code,Most lateral Rectrix Length,Most lateral Rectrix Quill Dia,Most Lateral Moult code,"Comment (e.g., missing feather)",Jim ID#,Jim Date,Jim Age,Jim Species,Jim Skull length (mm),Jim 2nd measurement,Jim CR length (entered at NWRC),Jim CR QD (entered at NWRC),Jim notes,Difference between NWRC and Jim measurement,Inferred Species Identification (BOLD ID engine),BOLD Processid,rechecked?,
Leafloor collection- barcoded,1,1936,1936,W9,CCDB-25610,A01,23,WPG065,65,,,02-Oct-96,1996,,Adult,Male,Manitoba,,,171,0.111,,189,0.14,,176,0.144,,,65,02-Oct-96,Adult,CAGO,127.3,unknown,171,0.111,,0,Branta canadensis,GOOSE1936-16,,
Leafloor collection- barcoded,1,1930,1930,W9,CCDB-25610,A08,17,WPG070,70,,,02-Oct-96,1996,,Adult,Female ,Manitoba,,,172,0.116,,188,0.136,,183,0.144,,,70,02-Oct-96,Adult,CAGO,122.3,unknown,173,0.12,,-1,Branta canadensis,GOOSE1930-16,,
Leafloor collection- barcoded,1,2004,2004,W9,CCDB-25610,F05,91,WPG071,71,,,02-Oct-96,1996,,Adult,Male,Manitoba,,,182,0.136,,202,0.154,,191,0.152,,,71,02-Oct-96,Adult,CAGO,136,unknown,181,0.136,,1,Branta canadensis,GOOSE2004-16,,
Leafloor collection- barcoded,1,2007,2007,W9,CCDB-25610,F08,94,WPG072,72,,,02-Oct-96,1996,,Adult,Female ,Manitoba,,,168,0.113,,190,0.136,,174,0.144,,CR MG confirmed,72,02-Oct-96,Adult,CAGO,124.3,unknown,175,0.128,,-7,Branta canadensis,GOOSE2007-16,,
Leafloor collection- barcoded,1,1929,1929,W9,CCDB-25610,A07,16,WPG073,73,,,02-Oct-96,1996,,Adult,Female ,Manitoba,,,164,0.12,,176,0.136,,169,0.14,,,73,02-Oct-96,Adult,CAGO,109.1,unknown,163,0.128,,1,Branta canadensis,GOOSE1929-16,,
Leafloor collection- barcoded,1,2006,2006,W9,CCDB-25610,E02,93,WPG076,76,,,02-Oct-96,1996,,Adult,Male,Manitoba,,,172,0.12,,182,0.147,,164,0.136,,,76,02-Oct-96,Adult,CAGO,120,unknown,173,0.128,,-1,Branta canadensis,GOOSE2006-16,,
Leafloor collection- barcoded,1,1966,1966,W9,CCDB-25610,G07,53,WPG081,81,,,08-Oct-96,1996,,Adult,Female ,Manitoba,,,160,0.116,,179,0.128,,156,0.116,,CR MG confirmed,81,08-Oct-96,Adult,CAGO,110.7,unknown,168,0.128,,-8,Branta canadensis,GOOSE1966-16,,
Leafloor collection- barcoded,1,1931,1931,W9,CCDB-25610,A09,18,WPG082,82,,,01-Oct-96,1996,,Adult,Female ,Manitoba,,,162,0.12,,177,0.144,,157,0.128,,CR MG confirmed,82,01-Oct-96,Adult,CAGO,122.2,unknown,169,0.136,,-7,Branta canadensis,GOOSE1931-16,,
Leafloor collection- barcoded,1,1922,1922,W9,CCDB-25610,A11,9,WPG083,83,,,01-Oct-96,1996,,Adult,Female ,Manitoba,,,161,0.113,,171,0.128,,159,0.12,,,83,01-Oct-96,Adult,CAGO,112.4,unknown,160,0.111,,1,Branta canadensis,GOOSE1922-16,,
Leafloor collection- barcoded,1,1933,1933,W9,CCDB-25610,C04,20,WPG088,88,,,01-Oct-96,1996,,Adult,Female ,Manitoba,,,182,0.12,,190,0.144,,173,0.14,,,88,01-Oct-96,Adult,CAGO,130,unknown,181,0.128,,1,Branta canadensis,GOOSE1933-16,,
Leafloor collection- barcoded,1,1992,1992,W9,CCDB-25610,E05,79,WPG096,96,,,01-Oct-96,1996,,Adult,Male,Manitoba,,,160,0.116,,184,0.14,,171,0.136,,,96,01-Oct-96,Adult,CAGO,121,unknown,160,0.116,,0,Branta canadensis,GOOSE1992-16,,
Leafloor collection- barcoded,1,1962,1962,W9,CCDB-25610,E01,49,WPG102,102,,,01-Oct-96,1996,,Adult,Female ,Manitoba,,,160,0.106,,173,0.12,,159,0.12,,,102,01-Oct-96,Adult,CAGO,135.3,unknown,160,0.106,,0,Branta canadensis,GOOSE1962-16,,
Leafloor collection- barcoded,1,1941,1941,W9,CCDB-25610,B05,28,WPG105,105,,,01-Oct-96,1996,,Adult,Male,Manitoba,,,152,0.116,,172,0.14,,154,0.136,,CR MG confirmed,105,01-Oct-96,Adult,CAGO,130.4,unknown,150,0.12,,2,Branta canadensis,GOOSE1941-16,,
Leafloor collection- barcoded,1,1963,1963,W9,CCDB-25610,D07,50,WPG106,106,,,01-Oct-96,1996,,Adult,Male,Manitoba,,,167,0.111,,177,0.12,,165,0.136,,,106,01-Oct-96,Adult,CAGO,160.65,unknown,167,0.113,,0,Branta canadensis,GOOSE1963-16,,
Leafloor collection- barcoded,1,1892,1892,W8,CCDB-25611,C01,74,WPG109,109,,,28-Sep-96,1996,,Adult,Male,Manitoba,,,171,0.106,,185,0.14,,178,0.136,,,109,28-Sep-96,Adult,CAGO,129,unknown,171,0.111,one 'blue' feather not collected,0,Branta canadensis,GOOSE1892-16,,
Leafloor collection- barcoded,1,1895,1895,W8,CCDB-25611,C03,77,WPG110,110,,,28-Sep-96,1996,,Adult,Female ,Manitoba,,,173,0.12,,183,0.128,,163,0.14,,,110,28-Sep-96,Adult,CAGO,120,unknown,172,0.113,,1,Branta canadensis,GOOSE1895-16,,
Leafloor collection- barcoded,1,1893,1893,W8,CCDB-25611,A01,75,WPG111,111,,,25-Sep-96,1996,,Adult,Male,Manitoba,,,166,0.106,,189,0.136,,,,1A,,111,25-Sep-96,Adult,CAGO,119,unknown,166,0.11,no fan ,0,Branta canadensis,GOOSE1893-16,,
Leafloor collection- barcoded,1,1928,1928,W9,CCDB-25610,B04,15,WPG112,112,,,30-Sep-96,1996,,Adult,Unknown,Manitoba,,,166,0.12,,182,0.144,,170,0.136,,CR MG confirmed,112,30-Sep-96,Adult,CAGO,132,unknown,169,0.12,no fan ,-3,Branta canadensis,GOOSE1928-16,,
Leafloor collection- barcoded,1,1952,1952,W9,CCDB-25610,H05,39,WPG113,113,,,30-Sep-96,1996,,Adult,Male,Manitoba,,,163,0.113,,177,0.136,,167,0.128,,,113,30-Sep-96,Adult ,CAGO,130,unknown,164,0.116,no fan ,-1,Branta canadensis,GOOSE1952-16,,
Leafloor collection- barcoded,1,1927,1927,W9,CCDB-25610,B03,14,WPG117,117,,,02-Oct-96,1996,,Adult,Male,Manitoba,,,128,0.099,,151,0.12,,143,0.116,,CR confirmed JF,117,02-Oct-96,Adult,CAGO,109.7,unknown,127,0.098,,1,Branta canadensis,GOOSE1927-16,,
Leafloor collection- barcoded,1,1864,1864,W8,CCDB-25611,C11,46,WPG118,118,,,02-Oct-96,1996,,Adult,Male,Manitoba,,,179,0.128,,187,0.144,,181,0.154,,,118,02-Oct-96,Adult,CAGO,124.1,unknown,179,0.128,,0,Branta canadensis,GOOSE1864-16,,
Leafloor collection- barcoded,1,1888,1888,W8,CCDB-25611,D04,70,WPG131,131,,,18-Oct-96,1996,,Adult,Male,Manitoba,,,161,0.116,,177,0.14,,165,0.144,,,131,18-Oct-96,Adult,CAGO,126.1,56.3,160,0.116,,1,Branta canadensis,GOOSE1888-16,,
Leafloor collection- barcoded,1,2001,2001,W9,CCDB-25610,E07,88,WPG135,135,,,18-Oct-96,1996,,Adult,Male,Manitoba,,,163,0.12,,177,0.136,,172,0.147,,,135,18-Oct-96,Adult,CAGO,128.1,58,165,0.12,,-2,Branta canadensis,GOOSE2001-16,,
Leafloor collection- barcoded,1,1957,1957,W9,CCDB-25610,D02,44,WPG150,150,,,02-Oct-96,1996,,Adult,Female ,Manitoba,,,160,0.111,,175,0.12,,166,0.128,,,150,02-Oct-96,Adult,CAGO,115.7,unknown,160,0.111,,0,Branta canadensis,GOOSE1957-16,,
Leafloor collection- barcoded,1,1970,1970,W9,CCDB-25610,D01,57,WPG152,152,,,02-Oct-96,1996,,Adult,Female ,Manitoba,,,165,0.12,,183,0.147,,173,0.14,,,152,02-Oct-96,Adult,CAGO,116.3,unknown,165,0.12,,0,Branta canadensis,GOOSE1970-16,,
Leafloor collection- barcoded,1,1956,1956,W9,CCDB-25610,C12,43,WPG153,153,,,02-Oct-96,1996,,Adult,Male,Manitoba,,,158,0.116,,173,0.136,,170,0.144,,CR MG confirmed,153,02-Oct-96,Adult,CAGO,122.4,unknown,165,0.128,,-7,Branta canadensis,GOOSE1956-16,,
Leafloor collection- barcoded,1,2148,2148,W11,CCDB-24261,G01,45,WPG159,159,,,19/09/2010,1996,,Adult,Female ,Manitoba,,,169,0.116,,180,0.136,,,,4A,,159,19/09/2010,Adult,CAGO,125,unknown,171,0.12,,-2,Branta canadensis,GOOSE2148-16,,
Leafloor collection- barcoded,1,2099,2099,W10,CCDB-24262,F11,91,WPG162,162,,,19/09/2010,1996,,Adult,Female ,Manitoba,,,157,0.12,,172,0.128,,159,0.12,,,162,19/09/2010,Adult,CAGO,126,unknown,157,0.12,,0,Branta canadensis,GOOSE2099-16,,
Leafloor collection- barcoded,1,2155,2155,W11,CCDB-24261,C08,52,WPG172,172,,,28-Sep-10,2010,,Adult,Female ,Manitoba,,,179,0.128,,192,0.147,,189,0.146,,,172,28-Sep-10,Adult,CAGO,127,unknown,178,0.128,,1,Branta canadensis,GOOSE2155-16,,
Leafloor collection- barcoded,1,2173,2173,W11,CCDB-24261,E08,70,WPG173,173,,,28-Sep-10,2010,,Adult,Female ,Manitoba,,,169,0.128,,179,0.149,,172,0.015,,,173,28-Sep-10,Adult,CAGO,126,unknown,170,0.14,,-1,Branta canadensis,GOOSE2173-16,,
Leafloor collection- barcoded,1,2041,2041,W10,CCDB-24262,E02,33,WPG177,177,,,28-Sep-10,2010,,Adult,Female ,Manitoba,,,158,0.106,,176,0.128,,161,0.12,,,177,28-Sep-10,Adult,CAGO,117,unknown,157,0.104,,1,Branta canadensis,GOOSE2041-16,,
Leafloor collection- barcoded,1,2172,2172,W11,CCDB-24261,E02,69,WPG185,185,,,03-Oct-10,2010,,Adult,Female ,Manitoba,,,173,0.12,,182,0.14,,176,0.147,,,185,03-Oct-10,Adult,CAGO,127,unknown,172,0.12,,1,Branta canadensis,GOOSE2172-16,,
Leafloor collection- barcoded,1,2092,2092,W10,CCDB-24262,C02,84,WPG196,196,,,26-Sep-10,2010,,Adult,Male,Manitoba,,,166,0.128,,186,0.147,,176,0.144,,,196,26-Sep-10,Adult,CAGO,132,unknown,167,0.136, ,-1,Branta canadensis,GOOSE2092-16,,
Leafloor collection- barcoded,1,2072,2072,W10,CCDB-24262,D08,64,WPG198,198,,,28-Sep-10,2010,,Adult,Male,Manitoba,,,179,0.128,,194,0.149,,184,0.147,,"CR remeasured JF, up from 178",198,28-Sep-10,Adult,CAGO,132,unknown,181,0.136,,-2,Branta canadensis,GOOSE2072-16,,
Leafloor collection- barcoded,1,2076,2076,W10,CCDB-24262,H06,68,WPG199,199,,,22-Sep-10,2010,,Adult,Male,Manitoba,,,172,0.12,,186,0.147,,158,0.116,,,199,22-Sep-10,Adult,CAGO,128,unknown,172,0.128,,0,Branta canadensis,GOOSE2076-16,,
Leafloor collection- barcoded,1,2024,2024,W10,CCDB-24262,A07,16,WPG207,207,,,19-Sep-10,2010,,Adult,Male,Manitoba,,,176,0.12,,195,0.14,,179,0.14,,,207,19-Sep-10,Adult,CAGO,119,unknown,176,0.12,,0,Branta canadensis,GOOSE2024-16,,
Leafloor collection- barcoded,1,2035,2035,W10,CCDB-24262,G03,27,WPG208,208,,,26-Sep-10,2010,,Adult,Male,Manitoba,,,173,0.12,,194,0.14,,174,0.136,,,208,26-Sep-10,Adult,CAGO,134,unknown,171,0.12,,2,Branta canadensis,GOOSE2035-16,,
Leafloor collection- barcoded,1,2029,2029,W10,CCDB-24262,A02,21,WPG216,216,,,03-Oct-10,2010,,Adult,Male,Manitoba,,,172,0.128,,181,0.14,,169,0.14,,CR confirmed JF,216,03-Oct-10,Adult,CAGO,132,unknown,158,0.128,,14,Branta canadensis,GOOSE2029-16,,
Leafloor collection- barcoded,1,2048,2048,W10,CCDB-24262,C12,40,WPG217,217,,,03-Oct-10,2010,,Adult,Male,Manitoba,,,173,0.128,,181,0.14,,166,0.14,,,217,03-Oct-10,Adult,CAGO,129,unknown,172,0.12,,1,Branta canadensis,GOOSE2048-16,,
Leafloor collection- barcoded,1,2040,2040,W10,CCDB-24262,G02,32,WPG226,226,,,03-Oct-10,2010,,Adult,Female ,Manitoba,,,165,0.14,,171,0.14,,169,0.144,,,226,03-Oct-10,Adult,CAGO,133,unknown,165,0.136,,0,Branta canadensis,GOOSE2040-16,,
Leafloor collection- barcoded,1,2055,2055,W10,CCDB-24262,F12,47,WPG230,230,,,01-Oct-10,2010,,Adult,Female ,Manitoba,,,174,0.128,,179,0.14,,165,0.128,,,230,01-Oct-10,Adult,CAGO,131,unknown,174,0.128,,0,Branta canadensis,GOOSE2055-16,,
Leafloor collection- barcoded,1,2160,2160,W11,CCDB-24261,C09,57,WPG238,238,,,26-Sep-10,2010,,Adult,Female ,Manitoba,,,173,0.128,,180,0.136,,167,0.136,,,238,26-Sep-10,Adult,CAGO,122,unknown,172,0.12,,1,Branta canadensis,GOOSE2160-16,,
Leafloor collection- barcoded,1,2016,2016,W10,CCDB-24262,B03,8,WPG254,254,,,03-Oct-10,2010,,Adult,Female ,Manitoba,,,167,0.116,,177,0.136,,,,4A,,254,03-Oct-10,Adult,CAGO,122,unknown,166,0.116,,1,Branta canadensis,GOOSE2016-16,,
Leafloor collection- barcoded,1,2028,2028,W10,CCDB-24262,A04,20,WPG255,255,,,03-Oct-10,2010,,Adult,Female ,Manitoba,,,170,0.113,,184,0.144,,170,0.147,,,255,03-Oct-10,Adult,CAGO,124,unknown,170,0.113,,0,Branta canadensis,GOOSE2028-16,,
Leafloor collection- barcoded,1,2094,2094,W10,CCDB-24262,G11,86,WPG258,258,,,19-Sep-10,2010,,Adult,Male,Manitoba,,,176,0.128,,191,0.147,,169,0.136,,"CR remeasured JF, down from 177",258,19-Sep-10,Adult,CAGO,137,unknown,173,0.128,,3,Branta canadensis,GOOSE2094-16,,
Leafloor collection- barcoded,1,2140,2140,W11,CCDB-24261,G03,37,WPG261,261,,,01-Oct-10,2010,,Adult,Male,Manitoba,,,162,0.128,,178,0.157,,166,0.161,,,261,01-Oct-10,Adult,CAGO,unknown ,unknown,162,0.12,,0,Branta canadensis,GOOSE2140-16,,
Leafloor collection- barcoded,1,2151,2151,W11,CCDB-24261,D05,48,WPG264,264,,,27-Sep-10,2010,,Adult,Male,Manitoba,,,177,0.12,,187,0.128,,173,0.136,,,264,27-Sep-10,Adult,CAGO,129,unknown,175,0.12,,2,Branta canadensis,GOOSE2151-16,,
Leafloor collection- barcoded,1,1842,1842,W8,CCDB-25611,G12,24,WPG265,265,,,27-Sep-10,2010,,Adult,Male,Manitoba,,,178,0.116,,192,0.14,,178,0.14,,,265,27-Sep-10,Adult,CAGO,132,unknown,180,0.12,,-2,Branta canadensis,GOOSE1842-16,,
Leafloor collection- barcoded,1,2073,2073,W10,CCDB-24262,H07,65,WPG267,267,,,01-Oct-10,2010,,Adult,Male,Manitoba,,,182,0.136,,196,0.144,,195,0.154,,CR confirmed JF,267,01-Oct-10,Adult,CAGO,129,unknown,187,0.136,,-5,Branta canadensis,GOOSE2073-16,,
Leafloor collection- barcoded,1,2139,2139,W11,CCDB-24261,D06,36,WPG270,270,,,27-Sep-10,2010,,Adult,Male,Manitoba,,,159,0.11,,177,0.12,,162,0.116,,,270,27-Sep-10,Adult,CAGO,113,unknown,159,0.11,,0,Branta canadensis,GOOSE2139-16,,
Leafloor collection- barcoded,1,2181,2181,W11,CCDB-24261,E10,78,WPG272,272,,,27-Sep-10,2010,,Adult,Female ,Manitoba,,,164,0.12,,181,0.144,,161,0.136,,,272,27-Sep-10,Adult,CAGO,123,unknown,163,0.12,,1,Branta canadensis,GOOSE2181-16,,
Leafloor collection- barcoded,1,2050,2050,W10,CCDB-24262,C10,42,WPG277,277,,,01-Oct-10,2010,,Adult,Female ,Manitoba,,,161,0.116, 4B ,191,0.136,,181,0.136,,,277,01-Oct-10,Adult,CAGO,127,unknown,160,0.12,,1,Branta canadensis,GOOSE2050-16,,
Leafloor collection- barcoded,1,1847,1847,W8,CCDB-25611,H11,29,WPG282,282,,,19-Sep-10,2010,,Adult,Female ,Manitoba,,,173,0.128,,180,0.147,,166,0.144,,,282,19-Sep-10,Adult,CAGO,125,unknown,173,0.136,,0,Branta canadensis,GOOSE1847-16,,
Leafloor collection- barcoded,1,1828,1828,W8,CCDB-25611,G02,10,WPG286,286,,,19-Sep-10,2010,,Adult,Female ,Manitoba,,,181,0.12,,200,0.14,,162,0.144,,,286,19-Sep-10,Adult,CAGO,131,unknown,179,0.12,,2,Branta canadensis,GOOSE1828-16,,
Leafloor collection- barcoded,1,2150,2150,W11,CCDB-24261,E03,47,WPG292,292,,,03-Oct-10,2010,,Adult,Female ,Manitoba,,,169,0.12,,176,0.128,,158,0.12,,,292,03-Oct-10,Adult,CAGO,125,unknown,169,0.12,,0,Branta canadensis,GOOSE2150-16,,
Leafloor collection- barcoded,1,1721,1721,W6,CCDB-25613,A09,93,WPG3001,3001,,,01-Nov-12,2012,,Adult,Female,Manitoba,,,170,0.12,,185,0.136,,175,0.128,,,3001,Nov. 1/12,Adult,,120,,170,0.12,,0,Branta canadensis,GOOSE1721-16,,
Leafloor collection- barcoded,1,1275,1275,W2,CCDB-26538,A07,27,WPG3007,3007,,,24-Oct-12,2012,,Adult,Male,Manitoba,,,174,0.128,,194,0.14,,182,0.149,,CR confirmed JF,3007,,,,,,156,0.157,,18,Branta canadensis,GOOSE1275-16,,
Leafloor collection- barcoded,1,1629,1629,W6,CCDB-25613,C06,1 new plate,WPG3010,3010,,,31-Oct-12,2012,,Adult,Male,Manitoba,,,171,0.12,,189,0.157,,181,0.159,,,3010,Oct. 31/12,Adult,,131,,170,0.12,,1,Branta canadensis,GOOSE1629-16,,
Leafloor collection- barcoded,1,1711,1711,W6,CCDB-25613,C01,83,WPG3014,3014,,,01-Nov-12,2012,,Adult,Female,Manitoba,,,174,0.12,,186,0.144,,180,0.154,,,3014,Nov. 1/12,Adult,,114,,173,0.12,,1,Branta canadensis,GOOSE1711-16,,
Leafloor collection- barcoded,1,1826,1826,W8,CCDB-25611,E11,8,WPG302,302,,,03-Oct-10,2010,,Adult,Male,Manitoba,,,175,0.12,,195,0.147,,188,0.149,,,302,03-Oct-10,Adult,CAGO,130,unknown,175,0.116,,0,Branta canadensis,GOOSE1826-16,,
Leafloor collection- barcoded,1,1585,1585,W5,CCDB-25609,F05,52,WPG3023,3023,,,15-Oct-12,2012,,Adult,Male,Manitoba,,,177,0.128,,190,0.149,,174,0.144,,,3023,Oct. 15/12,Adult,,138,,177,0.128,,0,Branta canadensis,GOOSE1585-16,,
Leafloor collection- barcoded,1,1528,1528,W4,CCBD-26536,E01,90,WPG3027,3027,,,15-Oct-12,2012,,Adult,Female,Manitoba,,,175,0.128,,183,0.147,,178,0.147,,,3027,Oct. 15/12,Adult,,115,,176,0.136,,-1,Branta canadensis,GOOSE1528-16,,
Leafloor collection- barcoded,1,1702,1702,W6,CCDB-25613,A11,74,WPG3028,3028,,,25-Oct-12,2012,,Adult,Female,Manitoba,,,174,0.128,,196,0.147,,190,0.147,,,3028,Oct. 25/12,Adult,,119,,172,0.128,,2,Branta canadensis,GOOSE1702-16,,
Leafloor collection- barcoded,1,1541,1541,W5,CCDB-25609,D09,8,WPG3032,3032,,,01-Nov-12,2012,,Adult,Male,Manitoba,,,174,0.12,,189,0.154,,177,0.14,,,3032,Nov. 1/12,Adult,,137,,173,0.128,,1,Branta canadensis,GOOSE1541-16,,
Leafloor collection- barcoded,1,1513,1513,W4,CCBD-26536,D04,75,WPG3033,3033,,,17-Oct-12,2012,,Adult,Female,Manitoba,,,173,0.12,,181,0.14,,,,1A,,3033,Oct. 17/12,Adult,,124,,172,0.12,,1,Branta canadensis,GOOSE1513-16,,
Leafloor collection- barcoded,1,1575,1575,W5,CCDB-25609,F10,42,WPG3034,3034,,,26-Oct-12,2012,,Adult,Male,Manitoba,,,195,0.136,,201,0.157,,189,0.161,,,3034,Oct. 26/12,Adult,,137,,194,0.136,,1,Branta canadensis,GOOSE1575-16,,
Leafloor collection- barcoded,1,1653,1653,W6,CCDB-25613,D05,25,WPG3036,3036,,,29-Oct-12,2012,,Adult,Male,Manitoba,,,168,0.12,,180,0.144,,174,0.154,,,3036,Oct. 29/12,Adult,,125,,168,0.12,,0,Branta canadensis,GOOSE1653-16,,
Leafloor collection- barcoded,1,2147,2147,W11,CCDB-24261,F04,44,WPG304,304,,,25-Sep-10,2010,,Adult,Male,Manitoba,,,161,0.116,,190,0.14,,184,0.147,,,304,25-Sep-10,Adult,CAGO,130,unknown,160,0.116,,1,Branta canadensis,GOOSE2147-16,,
Leafloor collection- barcoded,1,1526,1526,W4,CCBD-26536,E10,88,WPG3040,3040,,,15-Oct-12,2012,,Adult,Female,Manitoba,,,165,0.116,,177,0.144,,,,1A,,3040,Oct. 15/12,Adult,,127,,164,0.12,,1,Branta canadensis,GOOSE1526-16,,
Leafloor collection- barcoded,1,1591,1591,W5,CCDB-25609,H08,58,WPG3046,3046,,,24-Oct-12,2012,,Adult,Female,Manitoba,,,165,0.113,,174,0.128,,170,0.128,,,3046,Oct. 24/12,Adult,,120,,164,0.113,,1,Branta canadensis,GOOSE1591-16,,
Leafloor collection- barcoded,1,2179,2179,W11,CCDB-24261,E11,76,WPG305,305,,,20-Sep-10,2010,,Adult,Male,Manitoba,,,167,0.116,,187,0.128,,186,0.14,,,305,20-Sep-10,Adult,CAGO,124,unknown,165,0.113,,2,Branta canadensis,GOOSE2179-16,,
Leafloor collection- barcoded,1,1606,1606,W5,CCDB-25609,A05,73,WPG3050,3050,,,12-Oct-12,2012,,Adult,Male,Manitoba,,,165,0.12,,183,0.144,,177,0.144,,,3050,Oct. 12/12,Adult,,129,,165,0.12,,0,Branta canadensis,GOOSE1606-16,,
Leafloor collection- barcoded,1,1607,1607,W5,CCDB-25609,C02,74,WPG3051,3051,,,15-Oct-12,2012,,Adult,Female,Manitoba,,,174,0.111,,184,0.136,,169,0.128,,,3051,Oct. 15/12,Adult,,130,,174,0.113,,0,Branta canadensis,GOOSE1607-16,,
Leafloor collection- barcoded,1,1589,1589,W5,CCDB-25609,H06,56,WPG3053,3053,,,01-Nov-12,2012,,Adult,Male,Manitoba,,,172,0.128,,184,0.149,,171,0.144,,,3053,Nov. 1/12,Adult,,128,,172,0.128,,0,Branta canadensis,GOOSE1589-16,,
Leafloor collection- barcoded,1,1543,1543,W5,CCDB-25609,D07,10,WPG3054,3054,,,15-Oct-12,2012,,Adult,Female,Manitoba,,,173,0.113,,186,0.128,,176,0.128,,,3054,Oct. 15/12,Adult,,128,,172,0.113,,1,Branta canadensis,GOOSE1543-16,,
Leafloor collection- barcoded,1,1501,1501,W4,CCBD-26536,D07,63,WPG3055,3055,,,15-Oct-12,2012,,Adult,Female,Manitoba,,,175,0.116,,183,0.136,,178,0.149,,,3055,Oct. 15/12,Adult,,126,,174,0.116,,1,Branta canadensis,GOOSE1501-16,,
Leafloor collection- barcoded,1,1602,1602,W5,CCDB-25609,A07,69,WPG3057,3057,,,15-Oct-12,2012,,Adult,Male,Manitoba,,,158,0.12,   ,187,0.144,,,,1A,,3057,Oct. 15/12,Adult,,129,,158,0.12,,0,Branta canadensis,GOOSE1602-16,,
Leafloor collection- barcoded,1,1713,1713,W6,CCDB-25613,B06,85,WPG3060,3060,,,26-Oct-12,2012,,Adult,Male,Manitoba,,,164,0.12,,180,0.128,,166,0.128,,,3060,Oct. 26/12,Adult,,125,,165,0.12,,-1,Branta canadensis,GOOSE1713-16,,
Leafloor collection- barcoded,1,1718,1718,W6,CCDB-25613,B07,90,WPG3061,3061,,,15-Oct-12,2012,,Adult,Male,Manitoba,,,176,0.12,,200,0.147,,189,0.149,,,3061,Oct. 15/12,Adult,,137,,176,0.128,,0,Branta canadensis,GOOSE1718-16,,
Leafloor collection- barcoded,1,1687,1687,W6,CCDB-25613,H08,59,WPG3062,3062,,,09-Oct-12,2012,,Adult,Male,Manitoba,,,184,0.128,,199,0.144,,190,0.152,,,3062,Oct. 9/12,Adult,,134,,184,0.136,,0,Branta canadensis,GOOSE1687-16,,
Leafloor collection- barcoded,1,1692,1692,W6,CCDB-25613,H10,64,WPG3063,3063,,,31-Oct-12,2012,,Adult,Female,Manitoba,,,179,0.116,,192,0.136,,175,0.128,,CR remeasured,3063,Oct. 31/12,Adult,,127,,169,0.128,,10,Branta canadensis,GOOSE1692-16,,
Leafloor collection- barcoded,1,1699,1699,W6,CCDB-25613,A01,71,WPG3070,3070,,,24-Oct-12,2012,,Adult,Female,Manitoba,,,164,0.113,,183,0.14,,180,0.136,,,3070,Oct. 24/12,Adult,,129,,164,0.113,,0,Branta canadensis,GOOSE1699-16,,
Leafloor collection- barcoded,1,1514,1514,W4,CCBD-26536,D05,76,WPG3071,3071,,,01-Nov-12,2012,,Adult,Male,Manitoba,,,171,0.116,,182,0.144,,166,0.152,,,3071,Nov. 1/12,Adult,,142,,170,0.116,,1,Branta canadensis,GOOSE1514-16,,
Leafloor collection- barcoded,1,1533,1533,W4,CCBD-26536,E06,95,WPG3076,3076,,,24-Oct-12,2012,,Adult,Male,Manitoba,,,169,0.128,,195,0.157,,184,0.169,,,3076,Oct. 24/12,Adult,,134,,168,0.128,,1,Branta canadensis,GOOSE1533-16,,
Leafloor collection- barcoded,1,1554,1554,W5,CCDB-25609,E03,21,WPG3077,3077,,,26-Oct-12,2012,,Adult,Female,Manitoba,,,174,0.128,,193,0.149,,176,0.128,,,3077,Oct. 26/12,Adult,,122,,176,0.128,,-2,Branta canadensis,GOOSE1554-16,,
Leafloor collection- barcoded,1,1564,1564,W5,CCDB-25609,E11,31,WPG3080,3080,,,17-Oct-12,2012,,Adult,Female,Manitoba,,,159,0.111,,,,,169,0.149,,,3080,Oct. 17/12,Adult,,127,,158,0.11,,1,Branta canadensis,GOOSE1564-16,,
Leafloor collection- barcoded,1,1545,1545,W5,CCDB-25609,D06,12,WPG3083,3083,,,15-Oct-12,2012,,Adult,Male,Manitoba,,,169,0.12,,186,0.144,,179,0.147,,,3083,Oct. 15/12,Adult,,127,,167,0.12,,2,Branta canadensis,GOOSE1545-16,,
Leafloor collection- barcoded,1,1517,1517,W4,CCBD-26536,F01,79,WPG3090,3090,,,21-Sep-12,2012,,Adult,Male,Manitoba,,,135,0.104,,151,0.12,,142,0.116,,CR confirmed JF,3090,Sept.21/12,Adult,,87,,135,0.101,,0,Branta canadensis,GOOSE1517-16,,
Leafloor collection- barcoded,1,1559,1559,W5,CCDB-25609,E08,26,WPG3092,3092,,,05-Oct-12,2012,,Adult,Female,Manitoba,,,165,0.12,,186,0.144,,180,0.149,,,3092,Oct. 5/12,Adult,,126,,164,0.116,,1,Branta canadensis,GOOSE1559-16,,
Leafloor collection- barcoded,1,1593,1593,W5,CCDB-25609,G09,60,WPG3096,3096,,,19-Sep-12,2012,,Adult,Male,Manitoba,,,165,0.12,,186,0.144,,,,1A,,3096,Sept. 19/12,Adult,,129,,164,0.12,,1,Branta canadensis,GOOSE1593-16,,
